opcode_hex,signed_opcode,handler,handler_code_off,branch_read_sequence,handler_direct_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000
0x9001,-28671,LscriptPages/game/n;->U0(Ljava/lang/String;)V,0x2ea134,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x2001 reqCountryAssignResource@scriptPages/game/n->T0,"0x1001 v1, """"@scriptPages/game/a0->U"
0x9002,-28670,LscriptPages/game/n;->W0(Ljava/lang/String;)V,0x2ea274,,0000:readInt(Ljava/lang/String;)I || 0034:readByte(Ljava/lang/String;)B || 0040:readByte(Ljava/lang/String;)B || 0050:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0060:readLong(Ljava/lang/String;)J || 0070:readLong(Ljava/lang/String;)J,0x2002 reqCountryAssignResourceTip@scriptPages/game/n->V0,0x1002
0x9003,-28669,LscriptPages/game/p;->j1(Ljava/lang/String;)V,0x30e750,,,0x2003 (unnamed)@scriptPages/game/p->A0; thiefLable@scriptPages/game/p->x1,0x1003 loginBaseinfo@scriptPages/game/b0->P0
0xa110,-24304,La0/a;->D1(Ljava/lang/String;)V,0xe4d1c,,001a:readByte(Ljava/lang/String;)B || 0048:readBoolean(Ljava/lang/String;)Z || 0054:readBoolean(Ljava/lang/String;)Z || 0066:readBoolean(Ljava/lang/String;)Z || 0072:readBoolean(Ljava/lang/String;)Z || 0090:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ac:readBoolean(Ljava/lang/String;)Z || 00cc:readBoolean(Ljava/lang/String;)Z || 00da:readLong(Ljava/lang/String;)J || 00e8:readBoolean(Ljava/lang/String;)Z || 00f2:readBoolean(Ljava/lang/String;)Z || 00fe:readByte(Ljava/lang/String;)B || 010a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0116:readByte(Ljava/lang/String;)B || 0120:readShort(Ljava/lang/String;)S || 012e:readShort(Ljava/lang/String;)S || 0142:readByte(Ljava/lang/String;)B || 0150:readByte(Ljava/lang/String;)B || 0164:readByte(Ljava/lang/String;)B || 017a:readLong(Ljava/lang/String;)J || 0186:readInt(Ljava/lang/String;)I || 019e:readByte(Ljava/lang/String;)B || 01b2:readInt(Ljava/lang/String;)I || 01c6:readLong(Ljava/lang/String;)J || 01d2:readInt(Ljava/lang/String;)I || 01f0:readBoolean(Ljava/lang/String;)Z,0x3110 REQ_HD_LIVEPACKET@scriptPages/PageMain->runLivePacket,0x2110
0xa129,-24279,La0/a;->I1(Ljava/lang/String;)V,0xe507c,,0000:readInt(Ljava/lang/String;)I,0x3129 reqSetNewhandGuideInfo@scriptPages/gameHD/j->A; reqSetNewhandGuideInfo@scriptPages/gameHD/j->a,0x2129
0xa130,-24272,La0/a;->F1(Ljava/lang/String;)V,0xe4f68,,,0x3130 (unnamed)@a0/a->E1,0x2130
0xa131,-24271,La0/a;->H1(Ljava/lang/String;)V,0xe5024,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3131,0x2131
0xa132,-24270,LscriptPages/gameHD/k;->K(Ljava/lang/String;)V,0x44bb50,,0038:readByte(Ljava/lang/String;)B || 0072:readShort(Ljava/lang/String;)S || 0082:readByte(Ljava/lang/String;)B || 0092:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a2:readLong(Ljava/lang/String;)J || 00c6:readLong(Ljava/lang/String;)J || 00da:readByte(Ljava/lang/String;)B || 0142:readBoolean(Ljava/lang/String;)Z || 0152:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3132,0x2132
0xa144,-24252,La0/a;->N1(Ljava/lang/String;)V,0xe5190,,0000:readByte(Ljava/lang/String;)B || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0014:readLong(Ljava/lang/String;)J || 0020:readLong(Ljava/lang/String;)J,0x3144 reqUseItem@a0/a->M1,0x2144
0xa14b,-24245,LscriptPages/gameHD/k;->E(Ljava/lang/String;)V,0x44b940,,0010:readBoolean(Ljava/lang/String;)Z || 0018:readByte(Ljava/lang/String;)B || 001e:readLong(Ljava/lang/String;)J || 002a:readLong(Ljava/lang/String;)J || 00a0:readByte(Ljava/lang/String;)B || 00a6:readByte(Ljava/lang/String;)B || 00ac:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00b4:readLong(Ljava/lang/String;)J || 00c0:readLong(Ljava/lang/String;)J,0x314b,0x214b
0xa160,-24224,LscriptPages/gameHD/i;->p(Ljava/lang/String;)V,0x437874,,0006:readByte(Ljava/lang/String;)B || 0060:readShort(Ljava/lang/String;)S || 006c:readShort(Ljava/lang/String;)S || 007c:readByte(Ljava/lang/String;)B || 00cc:readLong(Ljava/lang/String;)J || 00e0:readShort(Ljava/lang/String;)S || 00f4:readInt(Ljava/lang/String;)I || 0108:readShort(Ljava/lang/String;)S || 011c:readShort(Ljava/lang/String;)S || 0172:readShort(Ljava/lang/String;)S || 017e:readShort(Ljava/lang/String;)S || 018e:readByte(Ljava/lang/String;)B || 01de:readLong(Ljava/lang/String;)J || 01f2:readShort(Ljava/lang/String;)S || 0206:readInt(Ljava/lang/String;)I || 021a:readShort(Ljava/lang/String;)S || 022e:readShort(Ljava/lang/String;)S,0x3160,0x2160
0xa162,-24222,LscriptPages/gameHD/i;->r(Ljava/lang/String;)V,0x437b04,,0000:readByte(Ljava/lang/String;)B || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0014:readLong(Ljava/lang/String;)J || 001c:readInt(Ljava/lang/String;)I || 0024:readShort(Ljava/lang/String;)S || 002c:readShort(Ljava/lang/String;)S,0x3162,0x2162
0xa180,-24192,LscriptPages/gameHD/k;->N(Ljava/lang/String;)V,0x44bf40,,0000:readBoolean(Ljava/lang/String;)Z || 0008:readBoolean(Ljava/lang/String;)Z || 0026:readShort(Ljava/lang/String;)S || 002e:readShort(Ljava/lang/String;)S || 0036:readByte(Ljava/lang/String;)B || 0042:readShort(Ljava/lang/String;)S || 006e:readLong(Ljava/lang/String;)J || 007a:readByte(Ljava/lang/String;)B || 0086:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0092:readLong(Ljava/lang/String;)J || 009e:readLong(Ljava/lang/String;)J || 00aa:readShort(Ljava/lang/String;)S || 00b6:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3180 reqAchievementList@scriptPages/gameHD/k->C,0x2180
0xa181,-24191,LscriptPages/game/i0;->y(Ljava/lang/String;)V,0x3b7584,,0000:readByte(Ljava/lang/String;)B || 0052:readLong(Ljava/lang/String;)J || 0062:readByte(Ljava/lang/String;)B || 0072:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0082:readShort(Ljava/lang/String;)S,0x3181,0x2181
0xa182,-24190,LscriptPages/gameHD/k;->M(Ljava/lang/String;)V,0x44bdbc,,0006:readByte(Ljava/lang/String;)B || 000e:readLong(Ljava/lang/String;)J || 0016:readByte(Ljava/lang/String;)B || 0028:readByte(Ljava/lang/String;)B || 0030:readLong(Ljava/lang/String;)J || 0038:readLong(Ljava/lang/String;)J || 0040:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0048:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0050:readLong(Ljava/lang/String;)J || 0056:readUTF(Ljava/lang/String;)Ljava/lang/String; || 005e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3182 reqAchievementCont@scriptPages/gameHD/k->B,0x2182
0xa183,-24189,LscriptPages/gameHD/k;->Q(Ljava/lang/String;)V,0x44c704,,000a:readBoolean(Ljava/lang/String;)Z || 0012:readShort(Ljava/lang/String;)S || 001a:readLong(Ljava/lang/String;)J || 0022:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002a:readShort(Ljava/lang/String;)S || 0078:readLong(Ljava/lang/String;)J || 0084:readByte(Ljava/lang/String;)B || 0090:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00b4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c0:readBoolean(Ljava/lang/String;)Z || 00cc:readShort(Ljava/lang/String;)S || 00d8:readLong(Ljava/lang/String;)J || 00f8:readByte(Ljava/lang/String;)B || 0100:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3183 reqNicknameList@scriptPages/gameHD/k->H,0x2183
0xa184,-24188,LscriptPages/gameHD/k;->O(Ljava/lang/String;)V,0x44c4d4,,000e:readByte(Ljava/lang/String;)B || 0016:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002e:readByte(Ljava/lang/String;)B || 0056:readLong(Ljava/lang/String;)J || 0062:readUTF(Ljava/lang/String;)Ljava/lang/String; || 006e:readLong(Ljava/lang/String;)J || 0088:readLong(Ljava/lang/String;)J,0x3184,0x2184
0xa186,-24186,LscriptPages/gameHD/k;->L(Ljava/lang/String;)V,0x44bd3c,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0016:readBoolean(Ljava/lang/String;)Z,0x3186 di_联网请求内容@scriptPages/gameHD/k->W,0x2186
0xa187,-24185,LscriptPages/gameHD/k;->P(Ljava/lang/String;)V,0x44c630,,0000:readByte(Ljava/lang/String;)B || 0012:readByte(Ljava/lang/String;)B || 0020:readLong(Ljava/lang/String;)J || 002c:readLong(Ljava/lang/String;)J || 0038:readLong(Ljava/lang/String;)J || 004a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3187,0x2187
0xa252,-23982,La0/a;->C1(Ljava/lang/String;)V,0xe4c8c,,0000:readBoolean(Ljava/lang/String;)Z || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 000e:readByte(Ljava/lang/String;)B,0x3252,0x2252
0xa271,-23951,La0/a;->z1(Ljava/lang/String;)V,0xe4bc4,,0006:readByte(Ljava/lang/String;)B || 000e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3271,0x2271
0xa273,-23949,La0/a;->A1(Ljava/lang/String;)V,0xe4c08,,0000:readInt(Ljava/lang/String;)I || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3273,0x2273
0xa940,-22208,Lo/a;->i7(Ljava/lang/String;)V,0x244df0,,0000:readByte(Ljava/lang/String;)B || 0008:readByte(Ljava/lang/String;)B || 006e:readLong(Ljava/lang/String;)J || 007e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 008e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x3940 (unnamed)@scriptPages/game/q0->q0,0x2940
0xa941,-22207,Lo/a;->h7(Ljava/lang/String;)V,0x2441d8,,0004:readByte(Ljava/lang/String;)B || 0010:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0024:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0034:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String; || 004c:readLong(Ljava/lang/String;)J || 0054:readLong(Ljava/lang/String;)J || 005c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0064:readByte(Ljava/lang/String;)B || 006c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0080:readByte(Ljava/lang/String;)B || 0094:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00b0:readLong(Ljava/lang/String;)J || 00c0:readLong(Ljava/lang/String;)J || 00cc:readInt(Ljava/lang/String;)I || 00f2:readInt(Ljava/lang/String;)I || 0104:readInt(Ljava/lang/String;)I || 012e:readInt(Ljava/lang/String;)I || 0164:readInt(Ljava/lang/String;)I || 016c:readLong(Ljava/lang/String;)J || 01b0:readShort(Ljava/lang/String;)S || 01c0:readShort(Ljava/lang/String;)S || 01d0:readShort(Ljava/lang/String;)S || 01e0:readInt(Ljava/lang/String;)I || 020c:readLong(Ljava/lang/String;)J || 021c:readLong(Ljava/lang/String;)J || 022c:readInt(Ljava/lang/String;)I || 023c:readLong(Ljava/lang/String;)J || 0248:readInt(Ljava/lang/String;)I || 0276:readInt(Ljava/lang/String;)I || 028a:readLong(Ljava/lang/String;)J || 029c:readInt(Ljava/lang/String;)I || 02ca:readInt(Ljava/lang/String;)I || 02de:readLong(Ljava/lang/String;)J || 02f4:readInt(Ljava/lang/String;)I || 0304:readLong(Ljava/lang/String;)J || 031e:readInt(Ljava/lang/String;)I || 032e:readLong(Ljava/lang/String;)J || 033e:readLong(Ljava/lang/String;)J || 034e:readInt(Ljava/lang/String;)I || 035e:readLong(Ljava/lang/String;)J || 036a:readInt(Ljava/lang/String;)I || 0398:readInt(Ljava/lang/String;)I || 03ac:readLong(Ljava/lang/String;)J || 03be:readInt(Ljava/lang/String;)I || 03ec:readInt(Ljava/lang/String;)I || 0400:readLong(Ljava/lang/String;)J || 0416:readInt(Ljava/lang/String;)I || 0426:readLong(Ljava/lang/String;)J || 0450:readInt(Ljava/lang/String;)I || 045c:readByte(Ljava/lang/String;)B || 04b2:readInt(Ljava/lang/String;)I || 04c6:readByte(Ljava/lang/String;)B || 0508:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0514:readByte(Ljava/lang/String;)B || 055e:readShort(Ljava/lang/String;)S || 0566:readInt(Ljava/lang/String;)I || 05b6:readByte(Ljava/lang/String;)B || 05ca:readByte(Ljava/lang/String;)B || 0628:readShort(Ljava/lang/String;)S || 0716:readInt(Ljava/lang/String;)I || 072a:readByte(Ljava/lang/String;)B || 0740:readByte(Ljava/lang/String;)B || 0756:readByte(Ljava/lang/String;)B || 076a:readByte(Ljava/lang/String;)B || 077e:readByte(Ljava/lang/String;)B || 0792:readByte(Ljava/lang/String;)B || 07a6:readByte(Ljava/lang/String;)B || 07ba:readUTF(Ljava/lang/String;)Ljava/lang/String; || 07ce:readByte(Ljava/lang/String;)B || 07e2:readByte(Ljava/lang/String;)B || 07f6:readLong(Ljava/lang/String;)J || 080a:readLong(Ljava/lang/String;)J || 0816:readByte(Ljava/lang/String;)B || 0864:readShort(Ljava/lang/String;)S || 0896:readInt(Ljava/lang/String;)I || 09ae:readBoolean(Ljava/lang/String;)Z || 09c6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09ce:readUTF(Ljava/lang/String;)Ljava/lang/String; || 09d6:readInt(Ljava/lang/String;)I || 0a20:readInt(Ljava/lang/String;)I || 0a28:readInt(Ljava/lang/String;)I || 0a42:readByte(Ljava/lang/String;)B || 0a4e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0ae4:readInt(Ljava/lang/String;)I || 0b4a:readBoolean(Ljava/lang/String;)Z,0x3941,0x2941
0xe001,-8191,LscriptPages/game/q0;->F1(Ljava/lang/String;)V,0x401720,,0000:readLong(Ljava/lang/String;)J || 0006:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0012:readInt(Ljava/lang/String;)I || 0036:readLong(Ljava/lang/String;)J || 0046:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0058:readByte(Ljava/lang/String;)B || 008a:readLong(Ljava/lang/String;)J || 009a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00aa:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ba:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7001,0x6001
0xe002,-8190,LscriptPages/game/q0;->G1(Ljava/lang/String;)V,0x401810,,,0x7002,0x6002
0xe003,-8189,LscriptPages/game/q0;->D1(Ljava/lang/String;)V,0x401684,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 001a:readLong(Ljava/lang/String;)J || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7003,0x6003 friendtaskreturn@scriptPages/game/q0->c2; (unnamed)@scriptPages/game/q0->c2
0xe004,-8188,LscriptPages/game/q0;->t1(Ljava/lang/String;)V,0x4010e0,,0000:readInt(Ljava/lang/String;)I || 001a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7004,0x6004 (unnamed)@scriptPages/game/q0->c2
0xe005,-8187,LscriptPages/game/q0;->E1(Ljava/lang/String;)V,0x401708,,0000:readByte(Ljava/lang/String;)B,0x7005,0x6005
0xe007,-8185,LscriptPages/game/q0;->o1(Ljava/lang/String;)V,0x400878,,0000:readByte(Ljava/lang/String;)B || 0012:readByte(Ljava/lang/String;)B || 0034:readShort(Ljava/lang/String;)S || 0066:readByte(Ljava/lang/String;)B || 0098:readByte(Ljava/lang/String;)B || 00c6:readByte(Ljava/lang/String;)B || 00d2:readShort(Ljava/lang/String;)S,0x7007,"0x6007 领取成功!
@scriptPages/game/q0->v1"
0xe008,-8184,LscriptPages/game/q0;->v1(Ljava/lang/String;)V,0x401124,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 001a:readLong(Ljava/lang/String;)J || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7008,0x6008
0xe009,-8183,LscriptPages/game/q0;->z1(Ljava/lang/String;)V,0x401388,,0000:readByte(Ljava/lang/String;)B || 0028:readByte(Ljava/lang/String;)B || 0036:readShort(Ljava/lang/String;)S,0x7009,"0x6009 领取成功!
@scriptPages/game/q0->x1"
0xe00a,-8182,LscriptPages/game/q0;->x1(Ljava/lang/String;)V,0x401258,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 001a:readLong(Ljava/lang/String;)J || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x700a,0x600a
0xe00b,-8181,LscriptPages/game/q0;->s1(Ljava/lang/String;)V,0x401000,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0010:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x700b,0x600b 数量1@scriptPages/gameHD/i->t
0xe00c,-8180,LscriptPages/game/q0;->I1(Ljava/lang/String;)V,0x401828,,0000:readInt(Ljava/lang/String;)I || 000c:readInt(Ljava/lang/String;)I,0x700c,0x600c 信息加载中...@scriptPages/game/q0->b1
0xe010,-8176,LscriptPages/game/q0;->n1(Ljava/lang/String;)V,0x4009bc,,0000:readByte(Ljava/lang/String;)B || 0012:readByte(Ljava/lang/String;)B || 0034:readShort(Ljava/lang/String;)S || 0066:readByte(Ljava/lang/String;)B || 0098:readByte(Ljava/lang/String;)B || 00c6:readByte(Ljava/lang/String;)B || 00d2:readShort(Ljava/lang/String;)S,0x7010,"0x6010 领取成功!
@scriptPages/game/q0->u1"
0xe012,-8174,LscriptPages/game/q0;->u1(Ljava/lang/String;)V,0x4011b8,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 001a:readLong(Ljava/lang/String;)J || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7012,0x6012
0xe014,-8172,LscriptPages/game/q0;->y1(Ljava/lang/String;)V,0x401470,,0000:readByte(Ljava/lang/String;)B || 0028:readByte(Ljava/lang/String;)B || 0038:readShort(Ljava/lang/String;)S,0x7014,"0x6014 领取成功!
@scriptPages/game/q0->w1"
0xe016,-8170,LscriptPages/game/q0;->w1(Ljava/lang/String;)V,0x4012f0,,0000:readByte(Ljava/lang/String;)B || 000c:readByte(Ljava/lang/String;)B || 001a:readLong(Ljava/lang/String;)J || 0026:readLong(Ljava/lang/String;)J || 0032:readLong(Ljava/lang/String;)J || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7016,0x6016
0xe018,-8168,LscriptPages/game/q0;->H1(Ljava/lang/String;)V,0x401854,,0000:readInt(Ljava/lang/String;)I || 000c:readInt(Ljava/lang/String;)I,0x7018,0x6018 信息加载中...@scriptPages/game/q0->a1
0xe200,-7680,LscriptPages/gameHD/a;->h(Ljava/lang/String;)V,0x4145c4,,000e:readByte(Ljava/lang/String;)B || 0048:readLong(Ljava/lang/String;)J || 0054:readShort(Ljava/lang/String;)S || 0060:readByte(Ljava/lang/String;)B || 006c:readByte(Ljava/lang/String;)B || 0078:readByte(Ljava/lang/String;)B || 0084:readByte(Ljava/lang/String;)B || 0090:readByte(Ljava/lang/String;)B || 00b0:readByte(Ljava/lang/String;)B || 00d8:readByte(Ljava/lang/String;)B || 00f4:readByte(Ljava/lang/String;)B || 0108:readByte(Ljava/lang/String;)B || 0132:readByte(Ljava/lang/String;)B || 0142:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0152:readByte(Ljava/lang/String;)B || 0166:readUTF(Ljava/lang/String;)Ljava/lang/String; || 018a:readLong(Ljava/lang/String;)J || 0190:readShort(Ljava/lang/String;)S || 019c:readShort(Ljava/lang/String;)S || 01d2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01e6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 01fa:readUTF(Ljava/lang/String;)Ljava/lang/String; || 020c:readShort(Ljava/lang/String;)S || 023e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0252:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0266:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0278:readByte(Ljava/lang/String;)B || 02a2:readShort(Ljava/lang/String;)S || 02b2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02c2:readShort(Ljava/lang/String;)S || 02d6:readShort(Ljava/lang/String;)S || 02e2:readShort(Ljava/lang/String;)S || 02ee:readBoolean(Ljava/lang/String;)Z || 02fa:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0306:readShort(Ljava/lang/String;)S || 0312:readShort(Ljava/lang/String;)S || 031e:readBoolean(Ljava/lang/String;)Z || 032a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7200,0x6200 houyedu@scriptPages/gameHD/a->f
0xe202,-7678,LscriptPages/gameHD/a;->g(Ljava/lang/String;)V,0x414588,,0000:readByte(Ljava/lang/String;)B || 001a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7202,0x6202 di_正在请求签到@scriptPages/gameHD/a->e
0xe204,-7676,LscriptPages/gameHD/a;->j(Ljava/lang/String;)V,0x415524,,0000:readByte(Ljava/lang/String;)B || 0020:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7204,0x6204
0xe206,-7674,LscriptPages/gameHD/a;->i(Ljava/lang/String;)V,0x4154ec,,0000:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7206,0x6206
0xe208,-7672,LscriptPages/data/g;->B0()Ljava/lang/String;,0x26f8a0,,,0x7208,0x6208
0xe220,-7648,LscriptPages/gameHD/m;->C(Ljava/lang/String;)V,0x459ac4,,0000:readByte(Ljava/lang/String;)B || 0010:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0020:readByte(Ljava/lang/String;)B || 002c:readLong(Ljava/lang/String;)J || 0038:readByte(Ljava/lang/String;)B || 0044:readLong(Ljava/lang/String;)J || 0060:readByte(Ljava/lang/String;)B || 006c:readLong(Ljava/lang/String;)J || 0078:readShort(Ljava/lang/String;)S || 00a4:readShort(Ljava/lang/String;)S || 00b4:readShort(Ljava/lang/String;)S || 00c4:readByte(Ljava/lang/String;)B || 00d6:readShort(Ljava/lang/String;)S || 00f8:readShort(Ljava/lang/String;)S || 0108:readShort(Ljava/lang/String;)S || 011a:readShort(Ljava/lang/String;)S || 013c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 015e:readShort(Ljava/lang/String;)S || 0180:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7220,0x6220 di_联网请求数据中@scriptPages/gameHD/m->m
0xe221,-7647,LscriptPages/gameHD/m;->u(Ljava/lang/String;)V,0x4585e8,,0000:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0026:readShort(Ljava/lang/String;)S || 003c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0048:readLong(Ljava/lang/String;)J || 0054:readLong(Ljava/lang/String;)J || 0060:readLong(Ljava/lang/String;)J || 0066:readLong(Ljava/lang/String;)J || 0148:readByte(Ljava/lang/String;)B || 0150:readByte(Ljava/lang/String;)B || 01a0:readByte(Ljava/lang/String;)B || 01a8:readShort(Ljava/lang/String;)S || 0324:readByte(Ljava/lang/String;)B || 032c:readByte(Ljava/lang/String;)B || 0334:readByte(Ljava/lang/String;)B || 0340:readByte(Ljava/lang/String;)B || 037e:readInt(Ljava/lang/String;)I || 038e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0528:readByte(Ljava/lang/String;)B || 0530:readByte(Ljava/lang/String;)B || 0538:readByte(Ljava/lang/String;)B || 0540:readByte(Ljava/lang/String;)B || 0548:readByte(Ljava/lang/String;)B || 0598:readInt(Ljava/lang/String;)I || 05a8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 05c6:readByte(Ljava/lang/String;)B || 07ea:readByte(Ljava/lang/String;)B || 07f2:readByte(Ljava/lang/String;)B || 08f0:readByte(Ljava/lang/String;)B || 08f8:readInt(Ljava/lang/String;)I || 0904:readInt(Ljava/lang/String;)I || 0910:readLong(Ljava/lang/String;)J || 091c:readByte(Ljava/lang/String;)B || 0928:readByte(Ljava/lang/String;)B || 096a:readLong(Ljava/lang/String;)J || 097a:readShort(Ljava/lang/String;)S || 098a:readShort(Ljava/lang/String;)S || 09e8:readByte(Ljava/lang/String;)B || 09f0:readInt(Ljava/lang/String;)I || 09fc:readInt(Ljava/lang/String;)I || 0a08:readLong(Ljava/lang/String;)J || 0a14:readByte(Ljava/lang/String;)B || 0a20:readByte(Ljava/lang/String;)B || 0a66:readLong(Ljava/lang/String;)J || 0a76:readShort(Ljava/lang/String;)S || 0a86:readShort(Ljava/lang/String;)S || 0a98:readByte(Ljava/lang/String;)B || 0aee:readByte(Ljava/lang/String;)B || 0af6:readShort(Ljava/lang/String;)S || 0afe:readByte(Ljava/lang/String;)B || 0c86:readByte(Ljava/lang/String;)B || 0c8e:readByte(Ljava/lang/String;)B || 0d90:readByte(Ljava/lang/String;)B || 0e7e:readByte(Ljava/lang/String;)B || 0e9a:readByte(Ljava/lang/String;)B || 0ec4:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0ed0:readShort(Ljava/lang/String;)S || 0edc:readShort(Ljava/lang/String;)S || 0ee8:readBoolean(Ljava/lang/String;)Z || 0ef0:readShort(Ljava/lang/String;)S,0x7221,0x6221 (unnamed)@scriptPages/gameHD/m->t
